bar,item,price
"Wellhead Restaurant-Brew Pub","Chicken Marsala and Mushrooms",18.5
"Don & Herb's Inc","Barn Yeti",1.04
"Red Barn","Dynamite Shrimp",7.5
"Bluepoint Sage Cafe","Warm Apple Crostata",6.95
"Pei Wei Asian Diner","Hot Coffee",2.95
"LongHorn Steakhouse","Hop A Potamus Double Dark Rye Pale Ale",5.99
"Perkins Restaurant and Bakery","Dip Duo",1.95
"Brandy's","Roadside Sliders",9.95
"D & J Web Solutions","Chicken Pot Stickers",10.95
"Crazy Donkey Bar Grill","Insert Hop Reference",4.01
"Pivots Beach Club","Loaded Backed Potato Tots",5.95
"Xtc Cabaret","Monon Wheat",8.88
"Bottling CO","Chicken Scampi",11.95
"Red Lobster","Tart Side of the Barrel",6.26
"Buffalo Wild Wings","Fettuccine Alfredo",11.95
"Phebe's","Incredible Pedal IPA",4.65
"Shank's Tavern","Rye Pils Session Lager",12.39
"Chipotle Mexican Grill","Country Boy IPA",10.7
"Uno Chicago Grill","Fish Tacos",14.95
"Sutliff Bar & Grill","Warm Apple Crostata",6.95
"Village Inn","Factory Nachos",12.5
"Round-Up Saloon","Capital Gold Golden Lager",7.43
"Modoggies Bar & Grill","Acqua Panna Spring",2.95
"New West","Humidor Series India Pale Ale",5.96
"IHOP","Dolores River ESB",6.69
"Stingers Sports Pub & Grill","Dip Duo",1.95
"Jake's Grill","The Club",13.95
"Big Shots Sports Bar & Grill","Bang-Bang Chicken and Shrimp",19.5
"California Pizza Kitchen","Over Ale",8.25
"Sinners Gentlemen's Club","Tropical Heatwave",10.58
"Ivar's Sports Bar & Grill","Wood Chipper India Pale Ale",2.29
"Hoss's Steak and Sea House","Noche Dulce",12.76
"Jekyll & Hydes","Classic Burger",12.95
"California Pizza Kitchen","Classic Shrimp Scampi Fritta",9.95
"Ruby Tuesday","Best Brown",1.28
"Jack's Place","Last Stop IPA",7.29
"Cheddar's Casual Café","Over Ale",8.25
"Hilltop Tavern","Extra Breadsticks!",3.95
"Red Lobster","BrewFarm Select Golden Lager",5.13
"Boston Pizza","Classic Burger",12.95
"Atkins Park Tavern","Cannoli Trio",5.95
"Heart Attack Grill","Parmesan-Herb Crusted Chicken",17.5
"Texas Roadhouse","Oktoberfest",12.45
"Carrabba's Italian Grill","Little Red Cap",1.81
"N V Penthouse Lounge","Missile IPA",12.24
"Crazy Donkey Bar Grill","Yeti  Imperial Stout",5.1
"Bottling CO","Mixed Berry Sparkling Water",3.95
"Kroc's","Southwest Chicken Sandwich",13.5
"Hooters","Belfort",7.44
"Brandy's","Grilled Chicken and Avocado Club",13.95
"Waffle House","Guacamole Made-to-Order",11.95
"Pei Wei Asian Diner","Fried Calamari",12.95
"Hilltop Tavern","Mothman Black IPA",2.29
"Jekyll & Hydes","Mushroom Burger",13.95
"C C Slaughters Restaurant","Tropical Saison",7.79
"Hooters","Fresh Brewed Iced Tea",2.95
"Old Country Buffet","Pamola Xtra Pale Ale",12.2
"Red Robin","Insert Hop Reference",4.01
"Baja Fresh","Barney Flats Oatmeal Stout",1.42
"P. F. Chang's China Bistro","Sir William's English Brown Ale",4.75
"Islands Fine Burgers & Drinks","Belfort",7.44
"Topper","Black Rabbit",2.54
"On the Border Mexican Grill & Cantina","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"Bertucci's","Eggplant Parmigiana",11.95
"Twin Peeks","Tomato Sauce with Choice of Pasta",5.95
"Rumors Lounge & Restaurant","Mixed Berry Sparkling Water",3.95
"Golden Corral","Create Your Own Pasta - Cucina Mia!",9.95
"Town & Country","Margherita Pizza",12.95
"Islands Fine Burgers & Drinks","Cold Press",8.55
"Red Robin","Lasagna Fritta",8.95
"Ten","Beets With Goat Cheese",6.95
"Red Barn","Chicken Samosas",6.95
"Milo's Sports Tavern","Independence Pass Ale",3.36
"Brandy's","6 oz Sirloin with Fettuccine Alfredo",11.95
"Scores","Caldera Pale Ale",2.64
"Crazy Donkey Bar Grill","Crabtree Oatmeal Stout",6.3
"Quaker Steak & Lube","Send Help",11.36
"Apple Inn","Oberon",1.37
"J D Bar Corp","Crispy Crab Bites",7.95
"Border Lounge","Pinata Protest",4.17
"Joe's Crab Shack","Stuffed Mushrooms",7.95
"Applebee's","Country Boy IPA",10.7
"Pub 13","Shrimp and Chicken Gumbo",17.95
"Boston Market","1327 Pod's ESB",12.43
"MJ's","Chicken Marsala and Mushrooms",18.5
"Topper","Steel Rail Extra Pale Ale",8.63
"Uno Chicago Grill","Great Crescent Brown Ale",12.54
"Wibs","Dream Crusher Double IPA",2.13
"Swamp Sports Bar & Restaurant","Mastermind",5.15
"Basement","Dynamite Shrimp",7.5
"Modoggies Bar & Grill","Stone's Throw IPA",4.1
"Bertucci's","Atwater's Lager",1.89
"Worldwide Wine Services","Chicken Pot Stickers",10.95
"Chiquito","Jamaican Black Pepper chicken and Shrimp",19.95
"Fire Bar & Grill","Fettuccine Alfredo",11.95
"Islands Fine Burgers & Drinks","Caldera Pale Ale",2.64
"Village Inn","Alfredo Sauce with Choice of Pasta",5.95
"For Pete's Sake","Little House Salad",4.95
"Crystal Corner Bar","Pile of Face",1.01
"Ad Card Promotions","Send Help",11.36
"Bennigan's","Spicy Calabrian Chicken",8.95
"Star Tavern & Pizzeria","Tropical Heatwave",10.58
"Monopole Restaurant","Factory Burger",12.95
"Chris Cocallas","Blackbeard",5.86
"P. F. Chang's China Bistro","Good People American Brown Ale",12.21
"Basement","Descender IPA",8.52
"Bertucci's","Bent Paddle Black Ale",2.43
"Bennigan's","Vanilla Java Porter",9.81
"Steak 'n Shake","1327 Pod's ESB",2.16
"Fire Bar & Grill","Firecracker Salmon",12.95
"Stonebridge Village Poa","More Cowbell",10.89
"Charlie Brown's Steakhouse","Over Ale",8.25
"Casino El Camino Bar & Grill","Steak Gorgonzola-Alfredo",11.95
"Bahama Breeze","Black Tie Mousse Cake",6.95
"Village Inn","Bang-Bang Chicken and Shrimp",19.5
"Bottling CO","Five Cheese Marinara with Choice of Pasta",5.95
"Red Robin","Chicken Bellagio",15.95
"Planet Hollywood","Kids Grilled Chicken with Gluten-free Rotini",6.95
"E Robert Brame","Caffè Latte",4.95
"Apple Inn","The 26th",3.9
"Chris Cocallas","Paris",3.42
"Casino El Camino Bar & Grill","Incredible Pedal IPA",4.65
"Houlihan's","Aslan IPA",4.55
"Karma Lounge Ltd","Warm Crab and Artichoke Dip",11.95
"Phebe's","Kobe Burger",14.95
"Champions Sports Bar","Nuclear Winter",10.7
"Casino El Camino Bar & Grill","Humidor Series India Pale Ale",5.96
"Ten","Fried Macaroni and Cheese",11.5
"P. F. Chang's China Bistro","1327 Pod's ESB",2.16
"MJ's","River Runners Pale Ale",1.06
"Heart Attack Grill","Pile O'Dirt Porter",1.84
"Don & Herb's Inc","Best Brown",1.28
"Black-eyed Pea","Steak Diane",19.95
"Smitty's Sports Pub","Lasagna Dip",7.95
"Islands Fine Burgers & Drinks","Southern Fried Catfish",17.95
"Caledonia Lounge","Lemon Cream Cake",6.95
"Spot On The Alley","Elliott's Phoned Home Pale Ale",10.62
"Dave & Buster's","Grilled Pork Chop",19.95
"Met Lounge","Grilled Pork Chop",19.95
"Charlie Brown's Steakhouse","Grand Canyon Sunset Amber Ale",1.22
"Iron Post","Monkey Chased the Weasel",7.91
"Charlie Brown's Steakhouse","Lasagna Fritta",8.95
"Johnny Mac's Scoreboard","Veggie Melt",12.95
"Rainforest Cafe","Chicken & Biscuits",17.95
"Hilltop Tavern","Union Jack",4.64
"Paradise City","Cappuccino",4.95
"Toc Bar","Five Italian Cheese Fonduta",7.95
"Johnny Mac's Scoreboard","Gossamer Golden Ale",12.9
"War Room","Hurricane Amber Ale",6.17
"Buffalo Wild Wings","Bellini Peach-Raspberry Iced Tea",2.95
"Joe's Crab Shack","Pile of Face",1.01
"Union Street Station","Pile of Face",1.01
"Sutliff Bar & Grill","Winter Solstice",4.01
"Dixie Taverne","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Bluepoint Sage Cafe","Polar Pale Ale",8.01
"Off Broadway","ToGo Fountain Drinks",2.95
"Rumors Lounge & Restaurant","Grazias",9.62
"Planet Hollywood","Spicy Cashew Chicken",16.95
"Scores","Hopalicious",10.57
"LongHorn Steakhouse","Insert Hop Reference",4.01
"Daddy's","Mutiny IPA",2.84
"J D Bar Corp","Palate Mallet",6.92
"Buffalo Wild Wings","Great River Golden Ale",2.17
"Champions Sports Bar","Famous Factory Meatloaf",17.5
"Planet Hollywood","Eggplant Parmesan",14.95
"Jonathan's Restaurant","Eggroll Sampler",11.95
"Qdoba Mexican Grill","Jamaican Black Pepper Chicken",17.95
"For Pete's Sake","Chicken Pot Stickers",10.95
"Basement","Fettuccine Alfredo",11.95
"Bob Evans Restaurants","Caldera Pale Ale",2.64
"Ground Round","Endive Salad",6.95
"Dejavu Nightclub","Seasonal Sicilian Cheesecake",6.95
"Red Barn","BrewFarm Select Golden Lager",5.13
"Arlene's","Supper Club Lager",4.97
"Big Shots Sports Bar & Grill","Frosted Fields Winter Wheat",10.52
"J R's Bar & Grill Inc","Oktoberfest",12.45
"Hotshots Sports Bar & Grill","Fettuccine Alfredo",11.95
"Pub 13","Mutiny IPA",2.84
"Tradesman Tavern Inc","Smores Layer Cake",6.95
"Topper","Klickitat Pale Ale",1.76
"Old Country Buffet","Easy Livin' Summer Ale",8.55
"Old Country Buffet","Underdog Atlantic Lager",5.15
"Red Robin","Caldera Pale Ale",2.64
"World Beer Direct","Warm Apple Crostata",6.95
"Basement","Ghost Ship White IPA",4.67
"Caledonia Lounge","El Hefe Speaks",2.68
"Savannah Wine Shop","Shrimp Carbonara",11.95
"Moms Toy Box","Wood Chipper India Pale Ale",2.29
"Sheffield Wine & Spirits Center","Jamaican Black Pepper chicken and Shrimp",19.95
"Big Shots Sports Bar & Grill","Winter Solstice",4.01
"Golden Corral","Devils Tramping Ground Tripel",8.36
"Worldwide Wine Services","Cannoli Trio",5.95
"Basement","Rye Pils Session Lager",12.39
"Ten","Italian Ice Milkshake",4.95
"Saturn","Mushroom Burger",13.95
"MJ's","Southern Fried Chicken Sliders",10.95
"Champions Sports Bar","Guacamole Made-to-Order",11.95
"Chris Cocallas","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Spot On The Alley","Factory Burrito Grande",14.95
"New West","Quesadilla with Chicken",11.95
"Rainforest Cafe","Fried Zucchini",5.95
"Niko's Lodge Bar & Grill","Citrafest",11.56
"Double Down Saloon","Best Brown",1.28
"P. F. Chang's China Bistro","Crispy Shrimp Sandwich",14.5
"Club Paragon","Chicken Margherita",11.95
"The Old Spaghetti Factory","Fish & Chips",17.5
"Stonebridge Village Poa","Spicy Cashew Chicken",16.95
"Sutliff Bar & Grill","Sundae",1.95
"Old Country Buffet","Good People American Brown Ale",12.21
"County Line Pub","Sophomoric Saison",2.93
"Houlihan's","Shrimp Alfredo",11.95
"Bubba Gump Shrimp Company","1327 Pod's ESB",12.43
"J D Bar Corp","Herbal, and Flavored Hot Teas",2.95
"Bennigan's","Underdog Atlantic Lager",5.15
"Famous Dave's","Renee's Special",12.5
"Sugarbush Tavern","Big Blue Van",3.07
"On the Border Mexican Grill & Cantina","Mushroom Burger",13.95
"Ground Round","Vanilla Java Porter",9.81
"Ruby Tuesday","Orange Wheat",10.13
"Pei Wei Asian Diner","Verdun",4.94
"Chili's","Chicken Di Pana",16.5
"Bertucci's","Chicken and Shrimp Carbonara",11.95
"Smitty's Sports Pub","3 Picket Porter",3.9
"Monopole Restaurant","Old Fashioned Burger",11.95
"Old Capitol Brew Works","The Everything Pizza",14.5
"Jake's Old City Grill","Warm Crab and Artichoke Dip",11.95
"Robert","Parmesan-Garlic Cheese Bread",8.95
"Spot On The Alley","Easy Jack",6.97
"Boston Pizza","Hurricane Amber Ale",6.17
"Union Street Station","Mushroom Burger",13.95
"Crystal Corner Bar","Acqua Panna Spring",2.95
"Bottle & Cork","Strawberry-Passion Fruit Limonata",3.95
"Improper Bostonian","Iced Coffees",3.95
"Milo's Sports Tavern","BBQ Chicken Pizza",13.95
"Charles A. Meyer","Fisherman's Brew",12.57
"Ruby Tuesday","Fruit Juices",2.95
"Jake's Grill","Mastermind",5.15
"Daddy-O's","Klickitat Pale Ale",1.76
"Uno Chicago Grill","Crabcakes",13.95
"Monopole Restaurant","Lasagna Classico",11.95
"Wolfs Tavern","Cannoli Trio",5.95
"40 Watt Club","Spicy Shrimp Scampi Fritta",9.95
"Double Olive Lounge","Endive Salad",6.95
"Club Soda","Create Your Own Pasta - Cucina Mia!",9.95
"Gold Hawk","Oberon",1.37
"Town & Country","Chicken Giardino",11.95
"Daddy's","Warm Apple Crostata",6.95
"N V Penthouse Lounge","Grilled Chicken Parmigiana",11.95
"40 Watt Club","Endive Salad",6.95
"Romano's Macaroni Grill","Sir William's English Brown Ale",4.75
"The Old Spaghetti Factory","Whitewater",7.37
"Texas Roadhouse","Frosted Fields Winter Wheat",10.52
"Ten","Couch Select Lager",7.44
"Mulligan's Pub","El Hefe Speaks",2.68
"Dejavu Nightclub","Amber Road",12.56
"Improper Bostonian","White Rascal",8.42
"Stingers Sports Pub & Grill","Meat Sauce with Choice of Pasta",5.95
"Casino El Camino Bar & Grill","Southern Fried Chicken Sliders",10.95
"Apple Inn","Dirtbag Dunkel",4.45
"Park Tavern Lounge & Lanes","Alaskan Amber",11.7
"Sinners Gentlemen's Club","Veggie Melt",12.95
"For Pete's Sake","Underdog Atlantic Lager",5.15
"Outback Steakhouse","Grilled Chicken Parmigiana",11.95
"Wellhead Restaurant-Brew Pub","Stuffed Mushrooms",7.95
"Johnny Mac's Scoreboard","Dolcini",2.95
"Hickory Tavern","Eggplant Parmigiana",11.95
"Ten","Crusted Chicken Romano",16.95
"Rumors Lounge & Restaurant","Braised Beef Bolognese",11.95
"Old Country Buffet","MCA",2.1
"Union Street Station","Southern Fried Catfish",17.95
"Old Country Buffet","Roadside Sliders",9.95
"Casino El Camino Bar & Grill","Unlimited Our Famous House Salad",6.95
"Double Down Saloon","3 Picket Porter",3.9
"Mulligan's Pub","Poop Deck Porter",6.99
"Applebee's","Create A Sampler Italiano",9.95
"Hard Rock Cafe","Easy Jack",6.97
"Dick's Last Resort","Chicken Margherita",11.95
"Wellhead Restaurant-Brew Pub","Fire-Roasted Fresh Artichoke",11.5
"Denny's","Chicken Giardino",11.95
"Daddy's","Grilled Turkey Burger",13.95
"Famous Dave's","Hardywood Cream Ale",3.32
"Crystal Corner Bar","ToGo Fountain Drinks",2.95
"Apple Inn","Pinata Protest",4.17
"Atomic Cantina","Quesadilla with Chicken",11.95
"Outback Steakhouse","Goose Island India Pale Ale",1.9
"Outback Steakhouse","Eggroll Sampler",11.95
"Johnny Rockets","Orange Wheat",10.13
"Dick's Last Resort","Miso Salmon",19.95
"Scooters","Backyahd IPA",12.48
"Stingers Sports Pub & Grill","Lemon-Herb Roasted Chicken",18.5
"Chiquito","Classic Burger",12.95
"Round-Up Saloon","Dos Pistolas",8.58
"J D Bar Corp","ToGo Our Famous House Salad",6.95
"Grey Lounge","Quesadilla with Chicken",11.95
"Jekyll & Hydes","Trigger Blonde Ale",3.65
"Friendly's","Vanilla Java Porter",9.81
"Bubba Gump Shrimp Company","Dolores River ESB",6.69
"Kainoa's Sports Bar & Restrnt","Insert Hop Reference",4.01
"Bennigan's","Chin Music Amber Lager",4.96
"Charlie Brown's Steakhouse","Fish & Chips",17.5
"Jungle Restaurant-Fat Cat's","Cold Snap",5.07
"Club Soda","3 Picket Porter",3.9
"Old Country Buffet","Paris",3.42
"YUMIS SUSHI BAR","Seiche Scottish Ale",6.33
"Shanahan's Lafayette","BBQ Chicken Pizza",13.95
"For Pete's Sake","Crispy Chicken Costoletta",17.95
"Heart Attack Grill","Missile IPA",12.24
"Bertucci's","Might As Well IPL",3.66
"Scooters","Chicken Margherita",11.95
"Rocket","Paris",3.42
"Señor Frog's","Steak Diane",19.95
"Famous Dave's","Stuffed Chicken Tortillas",14.95
"Casino El Camino Bar & Grill","Zaison",11.11
"Karma Lounge Ltd","Missile IPA",12.24
"Applebee's","Calamari",9.95
"Opus Mainstreet","Grilled Pork Chop",19.95
"Caledonia Lounge","Great Crescent Brown Ale",12.54
"Ivar's Sports Bar & Grill","Might As Well IPL",3.66
"Karma Lounge Ltd","Deflator",5.08
"Sinners Gentlemen's Club","Coconoats",6.11
"Hilltop Tavern","Fried Zucchini",5.95
"The Osthelder Saloon","Braised Beef Bolognese",11.95
"N V Penthouse Lounge","Morning Wood",2.58
"Niko's Lodge Bar & Grill","Blood Orange Honey",1.05
"Double Olive Lounge","Arcus IPA",9.76
"Sportsman","Crabtree Oatmeal Stout",6.3
"Sutliff Bar & Grill","Blackbeard",5.86
"Station","Chargrilled Coulotte Steak",19.95
"Toc Bar","Orange Wheat",10.13
"Lanigan's Irish Pub & Eatery","Boy King",7.9
"Milo's Sports Tavern","Fried Calamari",12.95
"Jake's Old City Grill","Coq D'Or",3.1
"Jack's Place","Fried Mozzarella",5.95
"Chris Cocallas","California Sunshine Rye IPA",9.56
"County Line Pub","Vertex IPA",4.23
"Jekyll & Hydes","Fish & Chips",17.5
"Modoggies Bar & Grill","ToGo Our Famous House Salad",6.95
"40 Watt Club","Pile O'Dirt Porter",1.84
"Schileens Pub","Chicken Parmesan Sandwich",13.95
"D & J Web Solutions","Hopalicious",10.57
"Big Al's","Grazias",9.62
"Bottle & Cork","Grilled Pork Chop",19.95
"Mugshots Bar","Warm Crab and Artichoke Dip",11.95
"For Pete's Sake","Five Cheese Marinara with Choice of Pasta",5.95
"Double Down Saloon","Fish Tacos",14.95
"Rumors Lounge & Restaurant","Little House Salad",4.95
"Casino El Camino Bar & Grill","Jamaican Black Pepper Chicken",17.95
"Henrietta Hudson","Incredible Pedal IPA",4.65
"E Robert Brame","Fried Calamari",12.95
"Village Inn","Unlimited Our Famous House Salad",6.95
"Robert","Extra Breadsticks!",3.95
"Shanahan's Lafayette","Sausage and Ricotta Flatbread",6.95
"Fire Bar & Grill","Dry Hard Apple Cider",9.69
"MJ's","Mixed Berry Sparkling Water",3.95
"Crazy Donkey Bar Grill","Bang-Bang Chicken and Shrimp",19.5
"Jrbc","Athena",1.28
"Red Barn","Chicken Parmesan Sandwich",13.95
"Club Soda","Tropical Saison",7.79
"Brandy's","Chargrilled Coulotte Steak",19.95
"Rascal's","Chicken Giardino",11.95
"Hickory Tavern","Create A Sampler Italiano",9.95
"Linda's","Grilled Pork Chop",19.95
"C C Slaughters Restaurant","Chicken Scampi",11.95
"Wellhead Restaurant-Brew Pub","Sir William's English Brown Ale",4.75
"Boynton Restaurant & Spirits","Strawberry-Passion Fruit Limonata",3.95
"Xtc Cabaret","Deflator",5.08
"Rocket","Veggie Burger",12.95
"New West","6 oz Sirloin with Fettuccine Alfredo",11.95
"Pivots Beach Club","Shrimp Carbonara",11.95
"Maria C. Estabil","Pile of Face",1.01
"Atkins Park Tavern","Jamaican Black Pepper Chicken",17.95
"Grey Lounge","Island Wheat",9.96
"Daddy's","Chicken Carbonara",11.95
"Don & Herb's Inc","Pile of Face",1.01
"Firefly Club","Barn Yeti",1.04
"Club 101","Strawberry-Passion Fruit Limonata",3.95
"Mulligan's Pub","Crispy Crab Bites",7.95
"Town & Country","Jamaican Black Pepper Shrimp",19.95
"Sugarbush Tavern","Norm's Gateway IPA",10.42
"J R's Last Laugh Comedy Club","Back in Black",4.92
"Ad Card Promotions","Crispy Cuban Rolls",6.95
"Border Lounge","Grand Canyon American Pilsner",10.85
"Cork Town Tavern","ToGo Homemade Soups",5.95
"Jovan's Lounge Ltd","Dream Crusher Double IPA",2.13
"Ten","Parmesan-Garlic Cheese Bread",8.95
"Kroc's","Cold Press",8.55
"Stingers Sports Pub & Grill","1327 Pod's ESB",2.16
"Monopole Restaurant","Raspberry Lemonade",2.95
"Iron Post","Chicken Salad Sandwich",12.5
"Paradise City","Smores Layer Cake",6.95
"Big Shots Sports Bar & Grill","Coq D'Or",3.1
"Club Paragon","Jack Pine Savage",6.41
"Pub 13","Bang-Bang Chicken and Shrimp",19.5
"Jake's Grill","Eggplant Parmigiana",11.95
"Eight Seconds","Loki Red Ale",12.56
"Apple Inn","Cajun Chicken 'Littles'",15.5
"World Beer Direct","Ravioli di Portobello",11.95
"Improper Bostonian","Edamane",4.95
"Swamp Sports Bar & Restaurant","Aslan Amber",1.62
"Dixie Taverne","Bent Paddle Black Ale",2.43
"Lone Star Athletic Football Club","Pumpkin Patch Ale",9.25
"Star Tavern & Pizzeria","Coconoats",6.11
"Champions Sports Bar","Titan IPA",9.49
"Tradesman Tavern Inc","Fried Zucchini",5.95
"Stonebridge Village Poa","Chicken Marsala and Mushrooms",18.5
"Hotshots Sports Bar & Grill","Fresh Brewed Iced Tea",2.95
"Kainoa's Sports Bar & Restrnt","Hop A Potamus Double Dark Rye Pale Ale",5.99
"Tweed's Pub Restaurant","Suncaster Summer Wheat",4.1
"Moms Toy Box","Underdog Atlantic Lager",5.15
"Round-Up Saloon","Macaroni and Cheese",5.95
"Tryst Lounge","Sir William's English Brown Ale",4.75
"Atomic Cantina","Crabtree Oatmeal Stout",6.3
"Kesler Sports Bar & Grill","Cold Press",8.55
"Sheffield Wine & Spirits Center","Hyzer Flip",8.81
"Basement","Blood Orange Honey",1.05
"Worldwide Wine Services","Boohai Red Ale",4.44
"Park Tavern Lounge & Lanes","Black Tie Mousse Cake",6.95
"Kells Restaurant","Hopalicious",10.57
"Dolphin Inn","1327 Pod's ESB",2.16
"Union Street Station","Crispy Fried Cheese",5.95
"Twin Peeks","Dolores River ESB",6.69
"Crystal Corner Bar","Star Runner",6.56
"Wolfs Tavern","Fire-Roasted Fresh Artichoke",11.5
"Bottling CO","Black Iron India Pale Ale",7.27
"Off Broadway","Jamaican Black Pepper chicken and Shrimp",19.95
"Saturn","Meat Sauce with Choice of Pasta",5.95
"Met Lounge","The Everything Pizza",14.5
"Dillinger's Inc","Poop Deck Porter",6.99
"New York Dolls","Bitter Bitch",8.16
"Crowe Bar","Grilled Steak Tacos",15.95
"Dejavu Nightclub","Pizza",5.95
"Charles A. Meyer","Renee's Special",12.5
"Spot On The Alley","Devils Tramping Ground Tripel",8.36
"J D Bar Corp","Shrimp Alfredo",11.95
"Arlene's","Dirty Bastard",3.25
"Vault Night Club","Winter Solstice",4.01
"YUMIS SUSHI BAR","Old Fashioned Burger",11.95
"Johnny Mac's Scoreboard","Polar Pale Ale",8.01
"Comedy Cellar","Black Tie Mousse Cake",6.95
"Stanhope House","California Sunshine Rye IPA",9.56
"Scooters","ToGo Fountain Drinks",2.95
"Daddy-O's","Zaison",11.11
"Gay Nineties Theatre Cafe","Acidulated Trip",12.88
"Pizza Shoppe","Sophomoric Saison",2.93
"Hurricane Alley","Chicken Fingers, and Pasta",5.95
"New Orleans Original Daiquiris","Oktoberfest",12.45
"Gold Hawk","Kids Rotini with Meat Sauce",5.95
"Topper","Polar Pale Ale",8.01
"Jonathan's Restaurant","Coq D'Or",3.1
"Phebe's","Veggie Melt",12.95
"Wibs","Parmesan-Garlic Cheese Bread",8.95
"Smitty's Sports Pub","Dundee Summer Wheat Beer",10.35
"Jungle Restaurant-Fat Cat's","Caramel Hazelnut Macchiato",4.95
"LongHorn Steakhouse","Grilled Pork Chop",19.95
"Dick's Last Resort","Fish Tacos",14.95
"Bennigan's","Veggie Melt",12.95
"Ruby Tuesday","Paris",3.42
"Texas Roadhouse","Peach-Mango Smoothie",4.95
"Applebee's","Frosted Fields Winter Wheat",10.52
"Red Robin","Agent a Deux",6.59
"Dave & Buster's","London Balling",10.73
"Islands Fine Burgers & Drinks","Quick WIT",3.19
"IHOP","Crispy Cuban Rolls",6.95
"Bubba Gump Shrimp Company","What the Butler Saw",2.75
"On the Border Mexican Grill & Cantina","Kids Grilled Chicken with Gluten-free Rotini",6.95
"Smokey Bones","Bellini Peach-Raspberry Iced Tea",2.95
"Houlihan's","Shiva IPA",7.09
"Old Country Buffet","Strawberry-Passion Fruit Limonata",3.95
"Hoss's Steak and Sea House","Fisherman's Brew",12.57
"Hard Rock Cafe","Cuban Sandwich",13.95
"Red Lobster","Fresh Kale Salad",6.95
"Denny's","Loki Red Ale",12.56
"The Original Pancake House","Humidor Series India Pale Ale",5.96
"Ground Round","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Cheddar's Casual Café","Polar Pale Ale",8.01
"Chiquito","Macaroni and Cheese",5.95
"Boston Pizza","Kids Grilled Chicken with Gluten-free Rotini",6.95
"Cracker Barrel Old Country Store","Sweet As Pacific Ale",7.15
"The Cheesecake Factory","Aslan IPA",4.55
"T.G.I. Friday's","Hardywood Cream Ale",3.32
"Olive Garden","Chicken Enchiladas",14.95
"Planet Hollywood","Fried Calamari",12.95
"Heart Attack Grill","Shrimp Scampi",11.95
"Rainforest Cafe","Stuffed Mushrooms",7.95
"Café Rouge","Jamaican Black Pepper Shrimp",19.95
"Black-eyed Pea","Monkey Chased the Weasel",7.91
"Tony Roma's","Bravo Four Point",10.53
"Cheese Burger in Paradise","Eggplant Parmesan",14.95
"Perkins Restaurant and Bakery","Naked Pig Pale Ale",8.01
"Johnny Rockets","Meat Sauce with Choice of Pasta",5.95
"Charlie Brown's Steakhouse","Star Runner",6.56
"Steak 'n Shake","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"The Old Spaghetti Factory","Tart Side of the Barrel",6.26
"Bob Evans Restaurants","Best Brown",1.28
"Boston Market","Golden Road Hefeweizen",6.64
"Lone Star Steakhouse & Saloon","Bring Back the Beach Blonde Ale",1.01
"Bertucci's","Beasts A'Burnin'",12.33
"Carrabba's Italian Grill","Seiche Scottish Ale",6.33
"Waffle House","White Chicken Chili",13.95
"Big Boy","Caffè Mocha",4.95
"Chili's","Grand Canyon American Pilsner",10.85
"Friendly's","KSA",6.89
"Bahama Breeze","Grand Canyon American Pilsner",10.85
"P. F. Chang's China Bistro","Grilled Chicken Parmigiana",11.95
"Señor Frog's","Classic Burger",12.95
"Romano's Macaroni Grill","Amber Road",12.56
"Quaker Steak & Lube","Big Blue Van",3.07
"Black Angus Steakhouse","Fettuccine Alfredo",11.95
"Outback Steakhouse","Chicken Pot Stickers",10.95
"BJ's Restaurant & Brewery","Loki Red Ale",12.56
"Pei Wei Asian Diner","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Sizzler","Strawberry-Passion Fruit Limonata",3.95
"Hooters","Salamander Slam",4.7
"Buffalo Wild Wings","Spinach-Artichoke Dip",8.95
"Joe's Crab Shack","El Steinber Dark Lager",2.6
"Uno Chicago Grill","Spinach-Artichoke Dip",8.95
"California Pizza Kitchen","What the Butler Saw",2.75
"Chipotle Mexican Grill","Southern Fried Chicken Sliders",10.95
"Qdoba Mexican Grill","Strawberry-Banana Smoothie",4.95
"Baja Fresh","Rye Wit",7.43
"Famous Dave's","Mutiny IPA",2.84
"Golden Corral","Chicken Marsala and Mushrooms",18.5
"Scores","Dirty Bastard",3.25
"Benihana","Greenbelt Farmhouse Ale",8.17
"Bluepoint Sage Cafe","More Cowbell",10.89
