bar,item,price
"Kainoa's Sports Bar & Restrnt","Point the Way IPA",7.68
"Scooters","6 oz Sirloin with Fettuccine Alfredo",11.95
"Crowe Bar","Americana Cheeseburger",13.95
"Denny's","Morning Wood",12.16
"Don & Herb's Inc","Saddle Bronc Brown Ale",5.33
"Met Lounge","Sky High Rye",9.17
"Dejavu Nightclub","Roller Dam Red Ale",2.23
"Club Soda","Grilled Turkey Burger",13.95
"Casino El Camino Bar & Grill","Farmer Ted's Farmhouse Cream Ale",10.22
"Town & Country","Fried Calamari",12.95
"Lone Star Steakhouse & Saloon","East India Pale Ale",12.32
"Stonebridge Village Poa","Shrimp Carbonara",11.95
"Phebe's","Misty Mountain IPA",3.56
"Arlene's","Good People Pale Ale",7.69
"Fire Bar & Grill","BBQ Chicken Pizza",13.95
"Paradise City","Chicken Bellagio",15.95
"Stingers Sports Pub & Grill","Orange Grove Wheat Ale",8.47
"BJ's Restaurant & Brewery","Sundae",1.95
"Spot On The Alley","Chicken and Shrimp Carbonara",11.95
"Comedy Cellar","Tex Mex Eggrolls",10.95
"California Pizza Kitchen","Quick WIT",10.43
"Hoss's Steak and Sea House","Black Tie Mousse Cake",6.95
"Big Boy","Fried Calamari",12.95
"Lone Star Athletic Football Club","Dundee Summer Wheat Beer",7.02
"Village Inn","Grilled Turkey Burger",13.95
"Jovan's Lounge Ltd","Arkansas Red",9.88
"Jack's Place","Noche Dulce",2.7
"Saturn","Fresh Kale Salad",6.95
"Monopole Restaurant","ToGo Fountain Drinks",2.95
"Sportsman","Crusted Chicken Romano",16.95
"Ivar's Sports Bar & Grill","Five Cheese Ziti al Forno",11.95
"Barrister S Euro Tavern;","Angry Orchard Crisp Apple",10.72
"Milo's Sports Tavern","Chicken Fingers, and Pasta",5.95
"Quaker Steak & Lube","Rye Porter",3.66
"YUMIS SUSHI BAR","Frozen Cappuccino",4.95
"Atkins Park Tavern","Fisherman's Brew",5.52
"Dixie Taverne","Tomato Sauce with Choice of Pasta",5.95
"Don & Herb's Inc","Verdun",4.95
"Bubba Gump Shrimp Company","Kids Grilled Chicken with Gluten-free Rotini",6.95
"Arlene's","Acqua Panna Spring",2.95
"Sportsman","Star Runner",10.29
"County Line Pub","Rye Pils Session Lager",9.0
"Gay Nineties Theatre Cafe","Terrace Hill Double IPA",4.33
"Improper Bostonian","London Balling",8.67
"Romano's Macaroni Grill","Chicken with Lemon Couscous",15.95
"Charlie Brown's Steakhouse","Summer Honey",8.37
"Firefly Club","Fried Macaroni and Cheese",11.5
"Jonathan's Restaurant","Copperhead Amber",5.15
"Dolphin Inn","Mixed Berry Sparkling Water",3.95
"Sportsman","Sudice American Stout",10.97
"Lone Star Steakhouse & Saloon","Batch 69 IPA",10.44
"Café Rouge","Citra Ass Down",4.48
"Karma Lounge Ltd","Saucy Intruder",2.14
"Twin Peeks","Chicken Salad Sandwich",12.5
"Qdoba Mexican Grill","Roller Dam Red Ale",2.23
"Arena","ToGo Fountain Drinks",2.95
"P. F. Chang's China Bistro","Sankaty Light Lager",5.72
"Planet Hollywood","Burning Bush Smoked IPA",6.14
"Double Olive Lounge","Tart Side of the Moon",10.91
"Moms Toy Box","Salmon Piccata",11.95
"Phebe's","Fresh Kale Salad",6.95
"Hooters","Fall Hornin'",9.86
"Bottling CO","Fried Shrimp Platter",17.95
"Bob Evans Restaurants","Lemon Cream Cake",6.95
"Saturn","Wrath of Pele",8.87
"New Orleans Original Daiquiris","Chicken Di Pana",16.5
"Daddy-O's","Smores Layer Cake",6.95
"C C Slaughters Restaurant","White Chicken Chili",13.95
"On the Border Mexican Grill & Cantina","Quesadilla",9.95
"N V Penthouse Lounge","Mirror Pond Pale Ale",4.19
"Cracker Barrel Old Country Store","Alfredo Sauce with Choice of Pasta",5.95
"Moms Toy Box","Underdog Atlantic Lager",8.28
"Bottle & Cork","Gutch English Style Mild Ale",12.78
"Dillinger's Inc","Tomato Sauce with Choice of Pasta",5.95
"Baja Fresh","Farmer Wirtz India Pale Ale",4.24
"Karma Lounge Ltd","Chicken Alfredo",11.95
"Houlihan's","Fish Tacos",14.95
"Jake's Old City Grill","Barrio Blanco",3.54
"N V Penthouse Lounge","Hopkick Dropkick",1.78
"Arlene's","Beaver Logger",1.84
"Boynton Restaurant & Spirits","Southern Drawl Pale Lager",10.02
"Baja Fresh","Rules are Rules",6.13
"Caledonia Lounge","Barney Flats Oatmeal Stout",3.84
"World Beer Direct","Chicken Alfredo",11.95
"Stonebridge Village Poa","Warm Apple Crostata",6.95
"Atomic Cantina","Crispy Fried Cheese",5.95
"YUMIS SUSHI BAR","Saucy Intruder",2.14
"Daddy's","543 Skull Creek Fresh Hopped Pale Ale",2.78
"Schileens Pub","Caffè Latte",4.95
"Hoss's Steak and Sea House","Great Crescent Belgian Style Wit",8.17
"Downtown Lounge","Bozone Hefe Weizen",10.18
"Houlihan's","MCA",5.05
"Sugarbush Tavern","Smokehouse BBQ Burger",13.95
"MJ's","Miso Salmon",19.95
"Kells Restaurant","The Citizen",6.4
"Hard Rock Cafe","Terrace Hill Double IPA",4.33
"New York Dolls","1492",11.68
"Boston Market","Jalapeno Pale Ale",11.22
"Basement","All American Blonde Ale",11.69
"Lone Star Athletic Football Club","American Red Porter",9.46
"Iron Post","ToGo Our Famous House Salad",6.95
"Worldwide Wine Services","ToGo Fountain Drinks",2.95
"Cheddar's Casual Café","Coq D'Or",9.59
"Hurricane Alley","Vanilla Java Porter",9.94
"Jrbc","Fish Tacos",14.95
"Dejavu Nightclub","Mushroom Burger",13.95
"Famous Dave's","Underdog Atlantic Lager",8.28
"Swamp Sports Bar & Restaurant","Endive Salad",6.95
"Jake's Grill","Bozone Hefe Weizen",10.18
"The Osthelder Saloon","Famous Factory Meatloaf",17.5
"40 Watt Club","Chicken Pot Stickers",10.95
"Red Lobster","Buffalo Blasts",11.95
"Casino El Camino Bar & Grill","Kilt Dropper Scotch Ale",7.45
"Chris Cocallas","The 26th",11.12
"Toc Bar","Cheese Pizza",11.95
"Pub 13","Hot Spinach and Cheese Dip",11.95
"Apple Inn","Fried Mozzarella",5.95
"Tryst Lounge","Eggplant Parmesan",14.95
"Bahama Breeze","Sky High Rye",9.17
"Kroc's","Wrath of Pele",8.87
"World Beer Direct","Point the Way IPA",7.68
"Rascal's","Fish & Chips",17.5
"Buffalo Wild Wings","Gutch English Style Mild Ale",12.78
"Cracker Barrel Old Country Store","Heinnieweisse Weissebier",8.9
"Chipotle Mexican Grill","Dubbelicious",11.48
"Quaker Steak & Lube","Warm Apple Crostata",6.95
"Eight Seconds","Awry Rye Pale Ale",2.59
"Vault Night Club","Farmer Wirtz India Pale Ale",4.24
"Opus Mainstreet","Harvest Ale",3.55
"Jake's Grill","Steak Gorgonzola-Alfredo",11.95
"Xtc Cabaret","312 Urban Pale Ale",12.33
"Dejavu Nightclub","Eggplant Parmesan",14.95
"Cracker Barrel Old Country Store","Thai Lettuce Wraps",13.95
"Quaker Steak & Lube","Chicken Giardino",11.95
"Arena","Fresh Basil, Tomato, and Cheese Flatbread",6.95
"Schileens Pub","Old Fashioned Burger",11.95
"Sugarbush Tavern","Grilled Steak Tacos",15.95
"Fire Bar & Grill","Roller Dam Red Ale",2.23
"Barrister S Euro Tavern;","Orange Chicken",16.95
"Sugarbush Tavern","Chicken Marsala and Mushrooms",18.5
"Crystal Corner Bar","Tomato Sauce with Choice of Pasta",5.95
"Daddy-O's","Barney Flats Oatmeal Stout",3.84
"Monopole Restaurant","Fried Mozzarella",5.95
"Red Lobster","Lemon Cream Cake",6.95
"Gold Hawk","Stone's Throw IPA",1.68
"Wolfs Tavern","Steak Diane",19.95
"Señor Frog's","Mountain Fairy Raspberry Wheat",11.92
"Wellhead Restaurant-Brew Pub","Macaroni and Cheese Burger",13.95
"Kesler Sports Bar & Grill","Crabcakes",13.95
"Lone Star Athletic Football Club","Double Brown Stout",11.11
"Islands Fine Burgers & Drinks","Beets With Goat Cheese",6.95
"Shanahan's Lafayette","Maduro Brown Ale",12.8
"Met Lounge","Kobe Burger",14.95
"Outback Steakhouse","Herb-Grilled Salmon",11.95
"E Robert Brame","Beach Patrol",1.34
"Station","Kaleidoscope Collaboration 2012",6.52
"County Line Pub","Pumpkin Beast",3.67
"New Orleans Original Daiquiris","White Chicken Chili",13.95
"J D Bar Corp","Chicken and Shrimp Carbonara",11.95
"Boston Pizza","Gyptoberfest",10.4
"Pivots Beach Club","Chicken Fingers, and Pasta",5.95
"Big Boy","Here Gose Nothin'",8.96
"Dixie Taverne","Batch 69 IPA",10.44
"Hurricane Alley","Five Cheese Marinara with Choice of Pasta",5.95
"Chiquito","Extra Breadsticks!",3.95
"Perkins Restaurant and Bakery","Warm Crab and Artichoke Dip",11.95
"Town & Country","Category 3 IPA",8.38
"Red Robin","Quesadilla with Chicken",11.95
"Golden Corral","Roller Dam Red Ale",2.23
"Red Robin","Fresh Brewed Iced Tea",2.95
"Eight Seconds","Black Exodus",12.77
"Hotshots Sports Bar & Grill","Spinach-Artichoke Dip",8.95
"Joe's Crab Shack","Fisherman's Brew",5.52
"Sutliff Bar & Grill","Easy Livin' Summer Ale",12.68
"Star Tavern & Pizzeria","Raspberry Lemonade",2.95
"C C Slaughters Restaurant","Cannoli Trio",5.95
"The Original Pancake House","Awry Rye Pale Ale",2.59
"Caledonia Lounge","Quick Wit Belgianesque Ale",6.57
"Cork Town Tavern","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Jovan's Lounge Ltd","Summer Honey",8.37
"J R's Last Laugh Comedy Club","Vietnamese Shrimp Summer Rolls",11.95
"Sizzler","Santa's Secret",1.07
"Schileens Pub","Bang-Bang Chicken and Shrimp",19.5
"The Cheesecake Factory","Gossamer Golden Ale",7.03
"Club Soda","Farmer Wirtz India Pale Ale",4.24
"Waffle House","Vanilla Java Porter",9.94
"Red Lobster","Dolores River ESB",12.31
"Sugarbush Tavern","Barrio Blanco",3.54
"Milo's Sports Tavern","Barney Flats Oatmeal Stout",2.27
"Village Inn","Barrio Blanco",3.54
"Daddy-O's","Factory Burger",12.95
"Charlie Brown's Steakhouse","Famous Factory Meatloaf",17.5
"Johnny Rockets","Citra Ass Down",4.48
"Kroc's","Peach-Mango Smoothie",4.95
"YUMIS SUSHI BAR","Guacamole Made-to-Order",11.95
"Cracker Barrel Old Country Store","Country Boy IPA",7.59
"Casino El Camino Bar & Grill","Macaroni and Cheese Burger",13.95
"Firefly Club","Maduro Brown Ale",12.8
"Linda's","Quesadilla",9.95
"Met Lounge","Raspberry Lemonade",2.95
"Hotshots Sports Bar & Grill","Ravioli di Portobello",11.95
"Ruby Tuesday","HopArt",10.63
"Vault Night Club","Mushroom Burger",13.95
"Steak 'n Shake","Stone's Throw IPA",1.68
"Denny's","Seasonal Sicilian Cheesecake",6.95
"Wolfs Tavern","Crispy Cuban Rolls",6.95
"Crystal Corner Bar","Quick WIT",10.43
"P. F. Chang's China Bistro","Sausage and Ricotta Flatbread",6.95
"Stanhope House","Loaded Pasta Chips",6.95
"Boston Market","Unlimited Our Famous House Salad",6.95
"Swamp Sports Bar & Restaurant","The Citizen",6.4
"Wibs","Bring Back the Beach Blonde Ale",7.06
"Bob Evans Restaurants","Quesadilla with Chicken",11.95
"Kesler Sports Bar & Grill","Buffalo Blasts",11.95
"Basement","Calamari",9.95
"Big Boy","Seiche Scottish Ale",6.83
"Red Robin","Dipping Sauces includes 4 Breadsticks",3.95
"Rascal's","Fisherman's Brew",5.52
"IHOP","312 Urban Wheat Ale",1.36
"Charles A. Meyer","Peach-Mango Smoothie",4.95
"Grey Lounge","South Ridge Amber Ale",7.83
"Benihana","Vivant Tripel",5.66
"C C Slaughters Restaurant","Wrath of Pele",8.87
"Niko's Lodge Bar & Grill","Wandering Pelican",5.73
"Jovan's Lounge Ltd","Crabcakes",13.95
"Pei Wei Asian Diner","Steak Diane",19.95
"P. F. Chang's China Bistro","Wrath of Pele",8.87
"Boston Market","Southern Drawl Pale Lager",10.02
"Boston Pizza","Dead Armadillo Amber Ale",12.83
"Schileens Pub","Awry Rye Pale Ale",2.59
"Mugshots Bar","Fruit Juices",2.95
"For Pete's Sake","Dry Hard Apple Cider",9.74
"Hilltop Tavern","Ginja Ninja",7.69
"Famous Dave's","Create A Sampler Italiano",9.95
"Sutliff Bar & Grill","Gutch English Style Mild Ale",12.78
"Cheese Burger in Paradise","Renee's Special",12.5
"The Original Pancake House","Veggie Melt",12.95
"Bluepoint Sage Cafe","077XX",12.26
"Arena","Santa's Secret",1.07
"Bluepoint Sage Cafe","Wrath of Pele",8.87
"Islands Fine Burgers & Drinks","Dolcini (mini dessert)",2.95
"Basement","Stone's Throw IPA",1.68
"Rascal's","Eggplant Parmigiana",11.95
"Wellhead Restaurant-Brew Pub","Unlimited Our Famous House Salad",6.95
"Heart Attack Grill","Endive Salad",6.95
"Kroc's","Raspberry Lemonade",2.95
"Black Angus Steakhouse","Veggie Burger",12.95
"Brandy's","Thai Glazed Salmon",19.95
"Chiquito","Calamari",9.95
"Applebee's","Newport Storm IPA",11.4
"Boston Pizza","Beasts A'Burnin'",7.88
"The Old Spaghetti Factory","Warm Apple Crostata",6.95
"Old Country Buffet","Double Brown Stout",11.11
"Niko's Lodge Bar & Grill","BBQ Chicken Pizza",13.95
"Dillinger's Inc","Jade",7.81
"The Cheesecake Factory","General George Patton Pilsner",8.63
"D & J Web Solutions","Chicken Samosas",6.95
"Buffalo Wild Wings","077XX",12.26
"Red Lobster","Great Crescent Belgian Style Wit",8.17
"Hickory Tavern","Country Boy IPA",7.59
"Club 101","Maduro Brown Ale",12.8
"Sutliff Bar & Grill","ToGo Fountain Drinks",2.95
"Iron Post","Powder Hound Winter Ale",3.41
"Daddy-O's","Grilled Chicken Parmigiana",11.95
"IHOP","Incredible Pedal IPA",11.02
"P. F. Chang's China Bistro","312 Urban Pale Ale",11.38
"Carrabba's Italian Grill","Stuffed Mushrooms",7.95
"Quaker Steak & Lube","Chicken Piccata",17.95
"On the Border Mexican Grill & Cantina","Verdun",4.95
"Double Olive Lounge","Tex Mex Eggrolls",10.95
"Quaker Steak & Lube","077XX",12.26
"E Robert Brame","Vivant Tripel",5.66
"BJ's Restaurant & Brewery","Verdun",4.95
"Off Broadway","Beaver Logger",1.84
"Cheese Burger in Paradise","Coq D'Or",9.59
"Pivots Beach Club","Rod Bender Red",9.83
"Bertucci's","Pepperoni Pizza",13.95
"Friendly's","Hardcore Chimera",6.75
"Milo's Sports Tavern","Wrath of Pele",8.87
"Pub 13","Insert Hop Reference",9.53
"Old Capitol Brew Works","Saddle Bronc Brown Ale",5.33
"Dave & Buster's","Lasagna Dip",7.95
"Steak 'n Shake","Five Italian Cheese Fonduta",7.95
"Chipotle Mexican Grill","Crispy Shrimp Sandwich",14.5
"The Cheesecake Factory","Crabcakes",13.95
"Robert","Parmesan Zucchini Bites",6.95
"Romano's Macaroni Grill","Point the Way IPA",7.68
"Brandy's","Hot Coffee",2.95
"J R's Last Laugh Comedy Club","Devils Tramping Ground Tripel",2.96
"Sizzler","Gutch English Style Mild Ale",12.78
"40 Watt Club","Strawberry-Passion Fruit Limonata",3.95
"Planet Hollywood","Spinach-Artichoke Dip",8.95
"Smokey Bones","Dolcini (mini dessert)",2.95
"Linda's","Misty Mountain IPA",3.56
"Double Olive Lounge","Crabcakes",13.95
"Sportsman","Kiwi-Melon Limonata",3.95
"Grey Lounge","Famous Factory Meatloaf",17.5
"Tony Roma's","Little Boss",1.51
"Grey Lounge","Shrimp Carbonara",11.95
"YUMIS SUSHI BAR","London Balling",8.67
"D & J Web Solutions","Tart Side of the Moon",10.91
"Pub 13","Grilled Pork Chop",19.95
"T.G.I. Friday's","Quick Wit Belgianesque Ale",6.57
"The Cheesecake Factory","The Lawn Ranger",3.41
"Hilltop Tavern","MCA",5.05
"New York Dolls","Chicken Margherita",11.95
"Cheese Burger in Paradise","Fried Zucchini",5.95
"Lone Star Athletic Football Club","Sundae",1.95
"Stanhope House","Incredible Pedal IPA",11.02
"Sizzler","Classic Shrimp Scampi Fritta",9.95
"T.G.I. Friday's","Classic Burger",12.95
"New West","Salmon Piccata",11.95
"Firefly Club","Polar Pale Ale",3.1
"Qdoba Mexican Grill","Old Fashioned Burger",11.95
"Steak 'n Shake","American Red Porter",9.46
"Karma Lounge Ltd","Bang-Bang Chicken and Shrimp",19.5
"Lone Star Steakhouse & Saloon","Coq D'Or",9.59
"Uno Chicago Grill","East India Pale Ale",12.32
"Romano's Macaroni Grill","Crispy Fried Cheese",5.95
"Boston Market","London Balling",8.67
"Mugshots Bar","312 Urban Wheat Ale",8.55
"Park Tavern Lounge & Lanes","Lemon Cream Cake",6.95
"Quaker Steak & Lube","Trigger Blonde Ale",12.45
"Ad Card Promotions","Acqua Panna Spring",2.95
"Basement","ToGo Fountain Drinks",2.95
"Ad Card Promotions","Noche Dulce",2.7
"Atkins Park Tavern","Grilled Chicken and Avocado Club",13.95
"Station","Ginja Ninja",7.69
"Cracker Barrel Old Country Store","Five Italian Cheese Fonduta",7.95
"Johnny Rockets","Chicken Piccata",17.95
"Jrbc","Oberon",8.56
"Bluepoint Sage Cafe","Oberon",8.56
"County Line Pub","Greek Salad",6.95
"Cheese Burger in Paradise","Jamaican Black Pepper Shrimp",19.95
"Paradise City","Shrimp and Chicken Gumbo",17.95
"Sheffield Wine & Spirits Center","Chicken & Biscuits",17.95
"Bubba Gump Shrimp Company","Zeppoli",6.95
"Chris Cocallas","Ginja Ninja",7.69
"Ad Card Promotions","Stuffed Chicken Marsala",11.95
"Heart Attack Grill","Flesh Gourd'n",11.26
"Smitty's Sports Pub","Herbal, and Flavored Hot Teas",2.95
"Opus Mainstreet","Gossamer Golden Ale",7.03
"Caledonia Lounge","Herb-Grilled Salmon",11.95
"Ivar's Sports Bar & Grill","Endive Salad",6.95
"J R's Bar & Grill Inc","Teriyaki Chicken",16.95
"Karma Lounge Ltd","ToGo Soup, Salad, and Breadsticks Combo",9.95
"Sinners Gentlemen's Club","Fried Zucchini",5.95
"Hilltop Tavern","Beach Patrol",1.34
"The Osthelder Saloon","Deadicated Amber",1.72
"N V Penthouse Lounge","Firecracker Salmon",12.95
"Niko's Lodge Bar & Grill","Wrath of Pele",8.87
"Double Olive Lounge","Boy King",1.1
"Sportsman","Bring Back the Beach Blonde Ale",7.06
"Sutliff Bar & Grill","Stone's Throw IPA",1.68
"Station","Barney Flats Oatmeal Stout",2.27
"Toc Bar","Teriyaki Chicken",16.95
"Lanigan's Irish Pub & Eatery","South Ridge Amber Ale",7.83
"Milo's Sports Tavern","Sweet Corn Tamale Cakes",10.95
"Jake's Old City Grill","Back East Ale",6.16
"Jack's Place","Classic Shrimp Scampi Fritta",9.95
"Chris Cocallas","Factory Burrito Grande",14.95
"County Line Pub","Grilled Chicken and Avocado Club",13.95
"Jekyll & Hydes","Cone Crusher",8.14
"Modoggies Bar & Grill","Smokehouse BBQ Burger",13.95
"40 Watt Club","Oatmeal PSA",6.91
"Schileens Pub","West Portal Colorado Common Summer Ale",3.43
"D & J Web Solutions","MCA",5.05
"Big Al's","ToGo Our Famous House Salad",6.95
"Bottle & Cork","Caldera IPA",7.55
"Mugshots Bar","Five Cheese Ziti al Forno",11.95
"For Pete's Sake","Portabella, Avocado, and Zucchini Fries",6.95
"Shank's Tavern","Beaver Logger",1.84
"Double Down Saloon","Dolores River ESB",12.31
"Rumors Lounge & Restaurant","Family-Style Lasagna Bundle",6.95
"Casino El Camino Bar & Grill","Strawberry-Passion Fruit Limonata",3.95
"Henrietta Hudson","Dip Duo",1.95
"E Robert Brame","Hot Coffee",2.95
"Village Inn","Fried Macaroni and Cheese",11.5
"Robert","Chicken Margherita",11.95
"Shanahan's Lafayette","6 oz Sirloin with Fettuccine Alfredo",11.95
"Fire Bar & Grill","Dolores River ESB",12.31
"Barrister S Euro Tavern;","Ginja Ninja",7.69
"MJ's","Five Italian Cheese Fonduta",7.95
"Crazy Donkey Bar Grill","Shrimp Scampi",11.95
"Old Capitol Brew Works","Parmesan-Garlic Cheese Bread",8.95
"Jrbc","Iced Coffees",3.95
"Red Barn","Coq de la Marche",8.81
"Savannah Wine Shop","Buffalo Blasts",11.95
"Club Soda","Southern Drawl Pale Lager",10.02
"Brandy's","Shark Tracker Light lager",7.58
"Rascal's","Farmer Ted's Farmhouse Cream Ale",10.22
"Arena","Portabella, Avocado, and Zucchini Fries",6.95
"Hickory Tavern","Smokehouse BBQ Burger",13.95
"Linda's","Star Runner",10.29
"C C Slaughters Restaurant","Beasts A'Burnin'",7.88
"Wellhead Restaurant-Brew Pub","Factory Burger",12.95
"Boynton Restaurant & Spirits","Pit Beef Dip",14.5
"Xtc Cabaret","Quick WIT",10.43
"Rocket","Chugach Session Ale",9.77
"New West","Chicken Salad Sandwich",12.5
"Pivots Beach Club","Five Cheese Ziti al Forno",11.95
"Maria C. Estabil","The 26th",11.12
"Atkins Park Tavern","Norm's Raggedy Ass IPA",3.38
"Grey Lounge","Chicken Parmesan Sandwich",13.95
"Daddy's","Chicken Carbonara",11.95
"Don & Herb's Inc","Wolfman's Berliner",5.63
"Firefly Club","Fettuccine Alfredo",11.95
"Club 101","Spicy Shrimp Scampi Fritta",9.95
"Mulligan's Pub","Sawtooth Ale",2.96
"Town & Country","Cappuccino",4.95
"J R's Last Laugh Comedy Club","Shrimp Scampi",11.95
"Ad Card Promotions","Create Your Own Pasta - Cucina Mia!",9.95
"Border Lounge","Shrimp Alfredo",11.95
"Cork Town Tavern","Five Italian Cheese Fonduta",7.95
"Jovan's Lounge Ltd","Farmer Ted's Farmhouse Cream Ale",10.22
"Ten","Seasonal Sicilian Cheesecake",6.95
"Downtown Lounge","Sky Blue Golden Ale",9.17
"Kroc's","Bikini Beer",5.47
"Stingers Sports Pub & Grill","Braised Beef Bolognese",11.95
"Monopole Restaurant","Angry Orchard Crisp Apple",10.72
"Iron Post","Chicken Enchiladas",14.95
"Paradise City","Green Collar",11.93
"Big Shots Sports Bar & Grill","Sex and Candy",8.28
"Club Paragon","Endive Salad",6.95
"Pub 13","Barney Flats Oatmeal Stout",2.27
"Jake's Grill","Good People Pale Ale",7.69
"Eight Seconds","Psychopomp",1.85
"Apple Inn","Fish & Chips",17.5
"World Beer Direct","Raincloud Robust Porter",7.26
"Improper Bostonian","Tender Loving Empire NWPA",1.29
"Dixie Taverne","Pilot Rock Porter",7.46
"Lone Star Athletic Football Club","Chicken Samosas",6.95
"Star Tavern & Pizzeria","Harvest Ale",3.55
"Champions Sports Bar","Roasted Pear and Blue Cheese Flatbread",6.95
"Tradesman Tavern Inc","Grilled Pork Chop",19.95
"Stonebridge Village Poa","Cone Crusher",8.14
"Hotshots Sports Bar & Grill","312 Urban Wheat Ale",1.36
"Kainoa's Sports Bar & Restrnt","Factory Burrito Grande",14.95
"Tweed's Pub Restaurant","Sex and Candy",8.28
"Moms Toy Box","Southern Drawl Pale Lager",10.02
"Round-Up Saloon","Category 3 IPA",8.38
"Tryst Lounge","Cone Crusher",8.14
"Atomic Cantina","The Gadget",9.24
"Kesler Sports Bar & Grill","Lasagna Fritta",8.95
"Sheffield Wine & Spirits Center","Mixed Berry Sparkling Water",3.95
"Basement","Newport Storm IPA",11.4
"Worldwide Wine Services","Gyptoberfest",10.4
"Park Tavern Lounge & Lanes","South Ridge Amber Ale",7.83
"Kells Restaurant","Fish & Chips",17.5
"Dolphin Inn","California Cheesesteak",13.95
"Union Street Station","Quesadilla with Chicken",11.95
"Twin Peeks","Churchkey Pilsner Style Beer",12.19
"Crystal Corner Bar","Dip Duo",1.95
"Wolfs Tavern","General George Patton Pilsner",8.63
"Bottling CO","Create A Sampler Italiano",9.95
"Off Broadway","Samuel Adams Summer Ale",1.91
"Met Lounge","Mushroom Burger",13.95
"Dillinger's Inc","Toasted Lager",3.28
"War Room","6 oz Sirloin with Fettuccine Alfredo",11.95
"New York Dolls","Dipping Sauces includes 4 Breadsticks",3.95
"Crowe Bar","Horny Toad Cerveza",10.59
"Dejavu Nightclub","6 oz Sirloin with Fettuccine Alfredo",11.95
"Charles A. Meyer","Vertex IPA",3.87
"Spot On The Alley","Eggroll Sampler",11.95
"J D Bar Corp","Grilled Chicken and Avocado Club",13.95
"Arlene's","Extra Breadsticks!",3.95
"Vault Night Club","Incredible Pedal IPA",11.02
"YUMIS SUSHI BAR","Shark Tracker Light lager",7.58
"Johnny Mac's Scoreboard","Brotherhood Steam",11.43
"Comedy Cellar","6 oz Sirloin with Fettuccine Alfredo",11.95
"Scooters","Sex and Candy",8.28
"Daddy-O's","Chargrilled Coulotte Steak",19.95
"Gay Nineties Theatre Cafe","All American Blonde Ale",11.69
"Pizza Shoppe","Iced Coffees",3.95
"Hurricane Alley","6 oz Sirloin with Fettuccine Alfredo",11.95
"New Orleans Original Daiquiris","Polar Pale Ale",3.1
"Gold Hawk","Southern Fried Chicken Sliders",10.95
"Topper","Fish Tacos",14.95
"Jonathan's Restaurant","Braised Beef and Tortelloni",11.95
"Phebe's","Seasonal Sicilian Cheesecake",6.95
"Wibs","Pepperoni Pizza",13.95
"Smitty's Sports Pub","Sky High Rye",9.17
"Jungle Restaurant-Fat Cat's","Underdog Atlantic Lager",8.28
"LongHorn Steakhouse","Field 41 Pale Ale",8.08
"Dick's Last Resort","Greek Salad",6.95
"Bennigan's","Beaver Logger",1.84
"Ruby Tuesday","Maduro Brown Ale",12.8
"Texas Roadhouse","Grilled Pork Chop",19.95
"Applebee's","Strawberry-Banana Smoothie",4.95
"Red Robin","Black Exodus",12.77
"Dave & Buster's","Lavazza Espresso",3.95
"Islands Fine Burgers & Drinks","Southwest Chicken Sandwich",13.5
"IHOP","HopArt",10.63
"Bubba Gump Shrimp Company","Blonde Czich",3.37
"On the Border Mexican Grill & Cantina","Dynamite Shrimp",7.5
"Smokey Bones","Classic Burger",12.95
"Houlihan's","Grilled Pork Chop",19.95
"Old Country Buffet","Warm Apple Crostata",6.95
"Hoss's Steak and Sea House","Grilled Chicken Parmigiana",11.95
"Hard Rock Cafe","Smores Layer Cake",6.95
"Red Lobster","Dubbelicious",11.48
"Denny's","Ginja Ninja",7.69
"The Original Pancake House","Beaver Logger",1.84
"Ground Round","Sundae",1.95
"Cheddar's Casual Café","Sankaty Light Lager",5.72
"Chiquito","Black Tie Mousse Cake",6.95
"Boston Pizza","Crispy Crab Wontons",11.95
"Cracker Barrel Old Country Store","The Lawn Ranger",3.41
"The Cheesecake Factory","Fresh Brewed Iced Tea",2.95
"T.G.I. Friday's","Stuffed Chicken Tortillas",14.95
"Olive Garden","Brotherhood Steam",11.43
"Planet Hollywood","Terrace Hill Double IPA",4.33
"Heart Attack Grill","Iced Coffees",3.95
"Rainforest Cafe","Lost Sailor IPA",4.54
"Café Rouge","West Portal Colorado Common Summer Ale",3.43
"Black-eyed Pea","Pizza",5.95
"Tony Roma's","Dolcini",2.95
"Cheese Burger in Paradise","Horny Toad Cerveza",10.59
"Perkins Restaurant and Bakery","Chicken Madeira",18.5
"Johnny Rockets","312 Urban Wheat Ale",1.36
"Charlie Brown's Steakhouse","Family-Style Lasagna Bundle",6.95
"Steak 'n Shake","6 oz Sirloin with Fettuccine Alfredo",11.95
"The Old Spaghetti Factory","ToGo Fountain Drinks",2.95
"Bob Evans Restaurants","East India Pale Ale",12.32
"Boston Market","Warm Apple Crostata",6.95
"Lone Star Steakhouse & Saloon","Calamari",9.95
"Bertucci's","Avocado Eggrolls",11.5
"Carrabba's Italian Grill","Heinnieweisse Weissebier",8.9
"Waffle House","Zeppoli",6.95
"Big Boy","Greek Salad",6.95
"Chili's","Dead Armadillo Amber Ale",12.83
"Friendly's","East India Pale Ale",12.32
"Bahama Breeze","Southern Drawl Pale Lager",10.02
"P. F. Chang's China Bistro","East India Pale Ale",12.32
